"type","rating","rat_detail","rat_year","rat_type","name","capacity","current","remain","waiting","phone","addr_si","addr_gu","addr_st","addr_old","lon_x","lat_y"
"주야간보호","D","보통","2016","절대평가","삼농데이케어센터",21,21,0,0,"02-2617-9920","서울특별시","구로구","오류로8길 84","오류동",NA,NA
"주야간보호","D","보통","2016","절대평가","성암장수마을 주야간보호센터",14,6,8,1,"02-489-2081","서울특별시","강동구","구천면로68길 46","천호동",NA,NA
"주야간보호","D","보통","2014","상대평가","시립중계노인전문요양원병설데이케어센터",24,24,0,5,"02-3399-7560","서울특별시","노원구","중계2동 501번지 1호",NA,NA,NA
"주야간보호","D","보통","2014","상대평가","정토데이케어센터",20,19,1,0,"02-852-0522","서울특별시","구로구","디지털로31길 93","구로동",NA,NA
"주야간보호","D","보통","2014","상대평가","홍광데이케어센터",21,21,0,5,"070-7641-2230","서울특별시","서대문구","통일로39길 22-31 1층","홍제동",NA,NA
"주야간보호","D","보통","2014","상대평가","홍은데이케어센터",21,21,0,2,"02-391-1355","서울특별시","서대문구","홍은중앙로9길 21","홍은동",NA,NA
"주야간보호","E","미흡","2016","절대평가","동행데이케어센터",19,12,7,2,"02-921-8639","서울특별시","성북구","오패산로1길 1 2층","하월곡동, 동진빌딩",12.9947319,80.260267
"주야간보호","E","미흡","2016","절대평가","두레데이케어센터",8,5,3,0,"02-2207-7500","서울특별시","중랑구","신내로 45 7층","신내동, 해성빌딩",NA,NA
"주야간보호","E","미흡","2016","절대평가","두레주야간보호센터",6,4,2,0,"02-2207-7500","서울특별시","중랑구","신내로 45 6층","신내동, 해성빌딩",NA,NA
"주야간보호","E","미흡","2016","절대평가","소망데이케어센터",24,20,4,2,"02-2611-0693","서울특별시","구로구","서해안로 2295","오류동, 4층",37.4916881,126.8401801
"주야간보호","신설기관",NA,NA,NA,"수유종합사회복지관 병설운가데이케어센터",28,22,6,3,"02-903-1720","서울특별시","강북구","삼양로112길 5 1층","수유동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"(협)노인돌봄데이케어센터",9,9,0,0,"070-8808-9929","서울특별시","은평구","가좌로 306","신사동, 규영빌딩 3층",NA,NA
"주야간보호","신설기관",NA,NA,NA,"(협)효마을은평복지촌",9,5,4,0,"070-7603-8102","서울특별시","은평구","가좌로 306","신사동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"(협)효마을중랑복지촌 1호",18,17,1,0,"070-7603-8100","서울특별시","중랑구","용마공원로3길 24-10 1층","망우동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"(협)효마을중랑복지촌 2호",7,1,6,0,"070-7603-8100","서울특별시","중랑구","용마공원로3길 24-10 지층","망우동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"(사)굿하트 금천데이케어센터",21,18,3,3,"02-6952-7090","서울특별시","금천구","시흥대로 214 12층","시흥동, 비즈메드 빌딩",NA,NA
"주야간보호","신설기관",NA,NA,NA,"(사)굿하트데이케어센터",28,27,1,2,"02-793-5573","서울특별시","동작구","상도로 121 4층","상도동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"(주)153서울데이케어센터",42,0,0,0,"02-2242-0153","서울특별시","동대문구","사가정로 6 3층","답십리동, 청계 G well estates",NA,NA
"주야간보호","신설기관",NA,NA,NA,"(주)KB골든라이프케어 강동케어센터",49,42,7,0,"02-2135-5465","서울특별시","강동구","강동대로 143-52 6층","성내동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"(주)가가호호재가주간복지센터",9,0,0,0,"02-433-8765","서울특별시","중랑구","겸재로54길 99","면목동",NA,NA
"주야간보호","평가비대상",NA,NA,NA,"(주)광진재가복지센터",20,16,4,0,"02-466-6628","서울특별시","광진구","긴고랑로 12 2층","중곡동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"(주)광진재가복지센터 아차산점",47,38,9,0,"02-466-6629","서울특별시","광진구","용마산로 10 2층","중곡동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"(주)롱라이프그린케어 강서재가노인복지센터",21,20,1,0,"02-2665-6512","서울특별시","강서구","양천로 100-1 3층","방화동, 수현빌딩",NA,NA
"주야간보호","신설기관",NA,NA,NA,"(협)효마을서대문복지촌2호",21,0,0,0,"070-7603-7105","서울특별시","서대문구","응암로 145 2, 4층","북가좌동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"100세데이케어센터(한국복지협동조합)",41,4,37,0,"02-859-1365","서울특별시","관악구","난곡로63가길 60 4층","신림동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"88등촌데이케어센터",24,24,0,0,"02-3665-9966","서울특별시","강서구","화곡로61길 41-1 3층","등촌동, 삼영빌딩",NA,NA
"주야간보호","신설기관",NA,NA,NA,"A플러스잠실데이케어센터",40,18,22,0,"02-2202-2235","서울특별시","송파구","백제고분로 235 2층","삼전동, 태현빌딩",NA,NA
"주야간보호","신설기관",NA,NA,NA,"가가호호 데이케어센터",25,14,11,2,"02-776-0506","서울특별시","양천구","월정로 39 2층","신월동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"가온데이케어센터",26,16,10,0,"02-489-0993","서울특별시","강동구","천호대로 1203 6층","길동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"가온요양원1주야간",15,1,14,0,"02-6959-8078","서울특별시","강북구","한천로 1075 3층","수유동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"갈현동성당데이케어센터",20,20,0,33,"02-358-8570","서울특별시","은평구","통일로83길 24-9","갈현동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"강남구립 세심정데이케어센터",20,20,0,3,"02-3443-7142","서울특별시","강남구","논현로115길 35-1","논현동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"강동미르친구데이케어센터",21,10,11,5,"02-489-6656","서울특별시","강동구","천호옛14길 37 3층","성내동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"강변케어센터2",9,3,6,0,"02-6405-7118","서울특별시","광진구","구의강변로 35 6층","구의동, 삼진빌딩",NA,NA
"주야간보호","신설기관",NA,NA,NA,"강북광산데이케어센터",0,0,0,0,"02-991-1457","서울특별시","강북구","노해로 87 5층","수유동, 광산빌딩",NA,NA
"주야간보호","신설기관",NA,NA,NA,"강북효심요양원",9,0,0,0,"02-987-8879","서울특별시","강북구","삼양로77가길 9 4층","수유동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"강서샬롬데이케어센터",22,17,5,0,"02-2663-6531","서울특별시","강서구","방화동로 115 4층","방화동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"강서희망데이케어센터",45,45,0,3,"02-2667-8890","서울특별시","강서구","강서로45길 174 4층","내발산동, sm타워",NA,NA
"주야간보호","신설기관",NA,NA,NA,"고척동성당데이케어센터",20,18,2,13,"02-2060-9914","서울특별시","구로구","고척로52나길 42 3층","고척동, 고척동성당",NA,NA
"주야간보호","신설기관",NA,NA,NA,"공릉데이케어센터",17,15,2,4,"02-971-0524","서울특별시","노원구","동일로 1127","공릉동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"관악미르친구데이케어센터",21,13,8,0,"02-889-8330","서울특별시","관악구","은천로 25 3층","봉천동, 정암빌딩",37.4863705,126.9382515
"주야간보호","신설기관",NA,NA,NA,"관악중앙데이케어센터",21,13,8,0,"02-882-7171","서울특별시","관악구","봉천로 421 3층","봉천동, 샤인텔",NA,NA
"주야간보호","신설기관",NA,NA,NA,"관악희망데이케어센터",43,36,7,0,"02-877-5803","서울특별시","관악구","봉천로 391","봉천동",37.4867442,126.9453733
"주야간보호","신설기관",NA,NA,NA,"광진섬김주간보호센터",33,31,2,0,"02-2201-8855","서울특별시","광진구","구의강변로 35 2층","구의동, 삼진빌딩",55.7343705,37.5962957
"주야간보호","신설기관",NA,NA,NA,"구로제일데이케어센터",58,29,29,2,"02-855-5108","서울특별시","구로구","가마산로27길 14 3,4층","구로동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"구립신내노인종합복지관 병설 신내데이케어센터",21,21,0,4,"02-3421-7800","서울특별시","중랑구","신내로15길 175 1층","신내동, 구립신내노인종합복지관",NA,NA
"주야간보호","신설기관",NA,NA,NA,"구립영등포치매전문데이케어센터",28,28,0,0,"02-813-0100","서울특별시","영등포구","당산로29길 9 5층","당산동3가",NA,NA
"주야간보호","신설기관",NA,NA,NA,"구파발성당데이케어센터",21,21,0,7,"02-354-1380","서울특별시","은평구","진관2로 29-16","진관동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"국민건강보험공단 서울요양원 주야간보호센터",40,40,0,20,"02-2160-1000","서울특별시","강남구","헌릉로590길 50","세곡동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"굿 데이케어센터",9,0,0,0,"02-323-7050","서울특별시","서대문구","연희로 165 2층","연희동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"그레이스 실버데이케어센터",18,17,1,0,"02-3666-0366","서울특별시","구로구","서해안로 2295 2층","오류동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"금빛데이케어센터",20,20,0,2,"02-891-9055","서울특별시","금천구","탑골로2길 8 3층","시흥동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"금천노인종합복지관 병설 금천데이케어센터",17,17,0,6,"070-7090-5420","서울특별시","금천구","시흥대로51길 93-32","시흥동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"금호데이케어센터",33,33,0,2,"02-2298-0086","서울특별시","성동구","독서당로 272 3층301,302호","금호동4가, 대우월드타운",NA,NA
"주야간보호","신설기관",NA,NA,NA,"금호동성당데이케어센터",21,21,0,8,"02-2236-9671","서울특별시","성동구","무수막18길 36","금호동2가",37.5514454,127.0223441
"주야간보호","신설기관",NA,NA,NA,"기억튼튼 재활전문 데이케어센터",28,28,0,0,"02-994-1311","서울특별시","도봉구","덕릉로 264 2층","창동, 창동빌딩",NA,NA
"주야간보호","신설기관",NA,NA,NA,"꿈이있는데이케어센터",24,16,8,0,"02-435-3200","서울특별시","중랑구","동일로 680 4층","면목동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"나이팅게일데이케어센터",29,19,10,1,"02-2645-3698","서울특별시","양천구","신월로 304 5층","신정동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"노블레스데이케어센터",24,18,6,0,"02-939-2220","서울특별시","노원구","노원로 479 4층","상계동, 대광빌딩",NA,NA
"주야간보호","신설기관",NA,NA,NA,"노원바른데이케어",21,7,14,0,"02-6369-2550","서울특별시","노원구","덕릉로 680 2층","중계동, 보고프라자",NA,NA
"주야간보호","신설기관",NA,NA,NA,"노원인지재활 데이케어센터",30,25,5,0,"02-978-2877","서울특별시","노원구","노원로 246 8층801호호","하계동, 욱현하이브",NA,NA
"주야간보호","신설기관",NA,NA,NA,"늘푸른한가족데이케어센터",24,23,3,0,"02-6741-1004","서울특별시","양천구","오목로 181 3층","신정동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"다사랑 데이케어센터",35,32,3,1,"02-441-5482","서울특별시","강동구","고덕로 40","암사동, 우전빌딩 2층,3층",NA,NA
"주야간보호","신설기관",NA,NA,NA,"다솔재가복지센터",21,17,4,0,"02-2691-5777","서울특별시","강서구","화곡로58길 22-14 401호","화곡동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"다솜실버데이케어센터",20,20,0,0,"02-356-6004","서울특별시","은평구","서오릉로15길 5-11","구산동",NA,NA
"주야간보호","신설기관",NA,NA,NA,"다솜재가노인복지센터",40,17,23,0,"02-2217-7775","서울특별시","동대문구","한천로 207 2층","전농동",40.9178,-73.764036
"주야간보호","신설기관",NA,NA,NA,"닮터데이케어센터",28,28,0,0,"02-988-0997","서울특별시","강북구","오현로 32 3층","미아동, 청우빌딩",NA,NA
"주야간보호","신설기관",NA,NA,NA,"당고개재가노인복지시설",61,43,18,0,"02-3392-5542","서울특별시","노원구","덕릉로126길 11","상계동, 신천지빌딩 2층,4층",NA,NA
"주야간보호","신설기관",NA,NA,NA,"더사랑데이케어센터",21,21,0,0,"02-6268-0163","서울특별시","동작구","알마타길 21-42 4층","대방동",33.842583,-117.5561278
