시도,시군구,자격별,성별,연령구분,신청자, 계 , 1등급 , 2등급 , 3등급 , 4등급 , 5등급 , 등급외 
서울특별시,성북구,감경,남자,65-69세,17,17,4,1,8,3,1,0
서울특별시,성북구,감경,남자,70-74세,27,24,2,2,11,7,2,1
서울특별시,성북구,감경,남자,75-79세,38,38,2,5,16,12,3,0
서울특별시,성북구,감경,남자,80-84세,25,24,2,4,6,11,1,0
서울특별시,성북구,감경,남자,85세이상,24,22,1,5,9,7,0,0
서울특별시,성북구,감경,여자,65세미만,12,12,4,2,3,2,1,0
서울특별시,성북구,감경,여자,65-69세,21,19,4,2,9,4,0,0
서울특별시,성북구,감경,여자,70-74세,57,49,7,9,15,18,0,2
서울특별시,성북구,감경,여자,75-79세,104,95,6,23,31,31,4,2
서울특별시,성북구,감경,여자,80-84세,120,115,14,16,41,37,7,1
서울특별시,성북구,감경,여자,85세이상,179,168,15,41,69,38,5,3
서울특별시,강북구,일반,남자,65세미만,104,49,9,6,21,11,2,25
서울특별시,강북구,일반,남자,65-69세,136,66,5,13,27,21,0,28
서울특별시,강북구,일반,남자,70-74세,222,129,9,17,51,44,8,31
서울특별시,강북구,일반,남자,75-79세,258,173,14,27,59,63,10,31
서울특별시,강북구,일반,남자,80-84세,184,114,5,12,49,42,6,27
서울특별시,강북구,일반,남자,85세이상,145,103,4,13,40,38,8,13
서울특별시,강북구,일반,여자,65세미만,72,45,8,6,17,12,2,14
서울특별시,강북구,일반,여자,65-69세,193,81,7,7,30,33,4,38
서울특별시,강북구,일반,여자,70-74세,325,156,8,16,62,57,13,72
서울특별시,강북구,일반,여자,75-79세,481,283,16,33,108,111,15,78
서울특별시,강북구,일반,여자,80-84세,524,347,14,46,131,121,35,83
서울특별시,강북구,일반,여자,85세이상,594,452,24,103,170,138,17,53
서울특별시,강북구,기초,남자,65세미만,101,57,8,7,23,18,1,27
서울특별시,강북구,기초,남자,65-69세,61,26,2,3,9,12,0,16
서울특별시,강북구,기초,남자,70-74세,57,27,2,1,7,16,1,19
서울특별시,강북구,기초,남자,75-79세,58,36,1,2,11,20,2,14
서울특별시,강북구,기초,남자,80-84세,50,24,1,4,7,9,3,19
서울특별시,강북구,기초,남자,85세이상,27,19,0,1,3,13,2,5
서울특별시,강북구,기초,여자,65세미만,42,21,1,1,12,6,1,9
서울특별시,강북구,기초,여자,65-69세,83,38,4,4,4,25,1,28
서울특별시,강북구,기초,여자,70-74세,101,54,5,7,14,24,4,28
서울특별시,강북구,기초,여자,75-79세,177,94,6,7,29,46,6,50
서울특별시,강북구,기초,여자,80-84세,164,106,5,15,32,50,4,30
서울특별시,강북구,기초,여자,85세이상,199,159,12,26,53,62,6,21
서울특별시,강북구,의료,남자,65세미만,0,0,0,0,0,0,0,0
서울특별시,강북구,의료,남자,65-69세,1,1,0,0,0,1,0,0
서울특별시,강북구,의료,남자,70-74세,3,2,0,1,1,0,0,0
서울특별시,강북구,의료,남자,75-79세,2,0,0,0,0,0,0,2
서울특별시,강북구,의료,남자,80-84세,4,2,0,0,2,0,0,1
서울특별시,강북구,의료,남자,85세이상,5,3,0,0,1,2,0,1
서울특별시,강북구,의료,여자,65세미만,0,0,0,0,0,0,0,0
서울특별시,강북구,의료,여자,65-69세,1,1,0,0,0,1,0,0
서울특별시,강북구,의료,여자,70-74세,4,0,0,0,0,0,0,1
서울특별시,강북구,의료,여자,75-79세,4,1,0,0,0,1,0,0
서울특별시,강북구,의료,여자,80-84세,19,12,1,1,6,3,1,2
서울특별시,강북구,의료,여자,85세이상,7,6,2,3,0,1,0,0
서울특별시,강북구,감경,남자,65세미만,27,24,3,3,8,10,0,2
서울특별시,강북구,감경,남자,65-69세,30,24,2,5,9,7,1,2
서울특별시,강북구,감경,남자,70-74세,40,37,1,3,10,20,3,0
서울특별시,강북구,감경,남자,75-79세,41,37,4,6,8,15,4,2
서울특별시,강북구,감경,남자,80-84세,28,25,0,3,10,11,1,1
서울특별시,강북구,감경,남자,85세이상,23,23,1,4,8,9,1,0
서울특별시,강북구,감경,여자,65세미만,14,13,1,1,9,2,0,0
서울특별시,강북구,감경,여자,65-69세,29,23,2,2,11,8,0,2
서울특별시,강북구,감경,여자,70-74세,46,38,1,7,11,16,3,2
서울특별시,강북구,감경,여자,75-79세,92,81,5,10,24,34,8,3
서울특별시,강북구,감경,여자,80-84세,97,91,3,12,36,37,3,3
서울특별시,강북구,감경,여자,85세이상,148,141,4,29,58,39,11,3
서울특별시,도봉구,일반,남자,65세미만,107,64,9,8,28,18,1,21
서울특별시,도봉구,일반,남자,65-69세,126,77,12,12,28,20,5,21
서울특별시,도봉구,일반,남자,70-74세,230,132,14,11,51,45,11,34
서울특별시,도봉구,일반,남자,75-79세,273,174,16,27,52,63,16,34
서울특별시,도봉구,일반,남자,80-84세,267,182,14,24,57,67,20,31
서울특별시,도봉구,일반,남자,85세이상,226,165,7,22,69,58,9,24
서울특별시,도봉구,일반,여자,65세미만,89,57,10,9,19,15,4,20
서울특별시,도봉구,일반,여자,65-69세,195,71,8,12,26,20,5,50
서울특별시,도봉구,일반,여자,70-74세,385,169,15,22,57,57,18,83
서울특별시,도봉구,일반,여자,75-79세,605,336,27,38,110,119,42,96
서울특별시,도봉구,일반,여자,80-84세,735,502,43,77,144,176,62,108
서울특별시,도봉구,일반,여자,85세이상,826,641,39,118,246,188,50,73
서울특별시,도봉구,기초,남자,65세미만,74,45,5,9,15,12,4,10
서울특별시,도봉구,기초,남자,65-69세,42,16,1,2,2,9,2,20
서울특별시,도봉구,기초,남자,70-74세,45,28,2,3,11,12,0,9
서울특별시,도봉구,기초,남자,75-79세,51,34,5,7,10,11,1,13
서울특별시,도봉구,기초,남자,80-84세,32,15,1,1,5,7,1,11
서울특별시,도봉구,기초,남자,85세이상,20,15,1,2,3,8,1,3
서울특별시,도봉구,기초,여자,65세미만,31,22,5,2,4,10,1,6
서울특별시,도봉구,기초,여자,65-69세,49,27,5,4,8,9,1,10
서울특별시,도봉구,기초,여자,70-74세,90,34,5,1,14,11,3,35
서울특별시,도봉구,기초,여자,75-79세,107,60,3,8,20,21,8,26
서울특별시,도봉구,기초,여자,80-84세,159,109,7,21,36,38,7,30
서울특별시,도봉구,기초,여자,85세이상,180,142,10,27,39,59,7,22
서울특별시,도봉구,의료,남자,65세미만,1,1,1,0,0,0,0,0
서울특별시,도봉구,의료,남자,65-69세,1,0,0,0,0,0,0,1
서울특별시,도봉구,의료,남자,70-74세,1,1,0,1,0,0,0,0
서울특별시,도봉구,의료,남자,75-79세,0,0,0,0,0,0,0,0
서울특별시,도봉구,의료,남자,80-84세,3,2,0,2,0,0,0,1
서울특별시,도봉구,의료,남자,85세이상,10,8,0,1,4,3,0,2
서울특별시,도봉구,의료,여자,65세미만,1,1,0,1,0,0,0,0
서울특별시,도봉구,의료,여자,65-69세,0,0,0,0,0,0,0,0
서울특별시,도봉구,의료,여자,70-74세,1,1,1,0,0,0,0,0
서울특별시,도봉구,의료,여자,75-79세,11,6,1,1,0,4,0,3
서울특별시,도봉구,의료,여자,80-84세,21,17,1,2,8,6,0,3
서울특별시,도봉구,의료,여자,85세이상,13,10,0,6,1,3,0,1
서울특별시,도봉구,감경,남자,65세미만,28,22,4,4,4,10,0,4
서울특별시,도봉구,감경,남자,65-69세,25,22,3,2,10,4,3,0
서울특별시,도봉구,감경,남자,70-74세,27,24,4,3,10,4,3,2
서울특별시,도봉구,감경,남자,75-79세,35,30,2,1,18,8,1,0
서울특별시,도봉구,감경,남자,80-84세,27,25,0,3,8,10,4,1
서울특별시,도봉구,감경,남자,85세이상,39,37,5,2,11,17,2,0
서울특별시,도봉구,감경,여자,65세미만,20,17,3,2,8,4,0,1
서울특별시,도봉구,감경,여자,65-69세,17,15,4,3,2,5,1,2
서울특별시,도봉구,감경,여자,70-74세,60,50,6,2,17,22,3,5
서울특별시,도봉구,감경,여자,75-79세,107,95,10,14,35,31,5,5
서울특별시,도봉구,감경,여자,80-84세,162,152,16,29,44,49,14,1
서울특별시,도봉구,감경,여자,85세이상,227,219,15,47,79,71,7,3
서울특별시,노원구,일반,남자,65세미만,118,58,6,7,25,18,2,29
서울특별시,노원구,일반,남자,65-69세,165,85,15,8,29,29,4,38
서울특별시,노원구,일반,남자,70-74세,217,136,12,12,48,57,7,32
서울특별시,노원구,일반,남자,75-79세,328,200,17,23,76,60,24,55
서울특별시,노원구,일반,남자,80-84세,284,184,17,20,62,66,19,50
서울특별시,노원구,일반,남자,85세이상,244,165,11,19,46,75,14,39
서울특별시,노원구,일반,여자,65세미만,118,67,5,2,24,30,6,27
서울특별시,노원구,일반,여자,65-69세,242,104,10,11,36,36,11,60
서울특별시,노원구,일반,여자,70-74세,453,187,24,16,56,79,12,109
서울특별시,노원구,일반,여자,75-79세,806,418,50,48,119,160,41,176
서울특별시,노원구,일반,여자,80-84세,938,542,51,78,166,192,55,210
서울특별시,노원구,일반,여자,85세이상,990,722,67,92,253,259,51,121
서울특별시,노원구,기초,남자,65세미만,136,75,13,5,18,34,5,36
서울특별시,노원구,기초,남자,65-69세,116,44,3,8,13,17,3,47
서울특별시,노원구,기초,남자,70-74세,117,61,8,4,17,28,4,34
서울특별시,노원구,기초,남자,75-79세,121,61,7,6,19,21,8,39
서울특별시,노원구,기초,남자,80-84세,71,40,2,5,9,17,7,20
서울특별시,노원구,기초,남자,85세이상,51,37,4,6,5,18,4,9
서울특별시,노원구,기초,여자,65세미만,110,74,7,9,29,24,5,19
서울특별시,노원구,기초,여자,65-69세,160,43,8,8,11,16,0,65
서울특별시,노원구,기초,여자,70-74세,289,118,12,11,41,47,7,102
서울특별시,노원구,기초,여자,75-79세,391,177,14,22,57,70,14,119
서울특별시,노원구,기초,여자,80-84세,375,223,23,23,63,96,18,102
서울특별시,노원구,기초,여자,85세이상,418,296,29,32,97,117,21,77
서울특별시,노원구,의료,남자,65세미만,1,0,0,0,0,0,0,1
서울특별시,노원구,의료,남자,65-69세,6,3,0,1,1,1,0,2
서울특별시,노원구,의료,남자,70-74세,0,0,0,0,0,0,0,0
서울특별시,노원구,의료,남자,75-79세,4,2,0,0,1,1,0,1
서울특별시,노원구,의료,남자,80-84세,16,8,0,0,5,3,0,2
서울특별시,노원구,의료,남자,85세이상,12,11,1,1,3,4,2,1
서울특별시,노원구,의료,여자,65세미만,0,0,0,0,0,0,0,0
서울특별시,노원구,의료,여자,65-69세,2,0,0,0,0,0,0,0
서울특별시,노원구,의료,여자,70-74세,7,2,0,0,1,1,0,2
서울특별시,노원구,의료,여자,75-79세,20,8,0,1,4,3,0,4
서울특별시,노원구,의료,여자,80-84세,40,25,3,3,6,9,4,5
서울특별시,노원구,의료,여자,85세이상,30,26,2,0,10,13,1,3
서울특별시,노원구,감경,남자,65세미만,24,22,1,3,13,5,0,1
서울특별시,노원구,감경,남자,65-69세,39,35,4,2,12,16,1,3
서울특별시,노원구,감경,남자,70-74세,52,46,8,3,16,18,1,3
서울특별시,노원구,감경,남자,75-79세,53,45,0,3,20,17,5,4
서울특별시,노원구,감경,남자,80-84세,52,50,4,1,23,15,7,1
서울특별시,노원구,감경,남자,85세이상,26,24,1,4,6,13,0,2
서울특별시,노원구,감경,여자,65세미만,19,17,4,0,8,5,0,0
서울특별시,노원구,감경,여자,65-69세,32,20,3,1,7,8,1,7
서울특별시,노원구,감경,여자,70-74세,64,55,7,4,18,21,5,6
서울특별시,노원구,감경,여자,75-79세,120,108,13,12,25,42,16,7
서울특별시,노원구,감경,여자,80-84세,184,163,15,24,35,70,19,11
서울특별시,노원구,감경,여자,85세이상,274,258,27,35,100,84,12,7
서울특별시,은평구,일반,남자,65세미만,126,62,11,9,22,18,2,22
서울특별시,은평구,일반,남자,65-69세,173,79,13,9,30,22,5,32
서울특별시,은평구,일반,남자,70-74세,193,110,14,18,45,26,7,27
서울특별시,은평구,일반,남자,75-79세,303,170,18,25,57,59,11,30
서울특별시,은평구,일반,남자,80-84세,301,192,12,32,69,65,14,27
서울특별시,은평구,일반,남자,85세이상,252,188,6,30,80,65,7,21
서울특별시,은평구,일반,여자,65세미만,105,60,8,9,21,19,3,18
서울특별시,은평구,일반,여자,65-69세,212,100,15,13,30,34,8,36
서울특별시,은평구,일반,여자,70-74세,436,233,25,28,77,85,18,62
서울특별시,은평구,일반,여자,75-79세,774,450,29,68,165,140,48,112
서울특별시,은평구,일반,여자,80-84세,832,549,29,75,197,199,49,66
서울특별시,은평구,일반,여자,85세이상,924,719,65,134,277,204,39,50
서울특별시,은평구,기초,남자,65세미만,89,52,11,9,16,16,0,16
서울특별시,은평구,기초,남자,65-69세,61,27,4,7,5,11,0,13
서울특별시,은평구,기초,남자,70-74세,80,43,6,5,11,17,4,17
서울특별시,은평구,기초,남자,75-79세,52,27,1,5,9,10,2,11
서울특별시,은평구,기초,남자,80-84세,39,22,0,4,11,6,1,8
서울특별시,은평구,기초,남자,85세이상,28,19,2,3,3,9,2,4
서울특별시,은평구,기초,여자,65세미만,30,15,3,1,8,3,0,3
서울특별시,은평구,기초,여자,65-69세,62,30,3,4,10,12,1,16
서울특별시,은평구,기초,여자,70-74세,125,49,5,6,15,18,5,44
서울특별시,은평구,기초,여자,75-79세,172,93,5,8,33,40,7,37
서울특별시,은평구,기초,여자,80-84세,191,119,9,16,42,42,10,36
서울특별시,은평구,기초,여자,85세이상,223,168,11,34,58,53,12,20
서울특별시,은평구,의료,남자,65세미만,2,1,1,0,0,0,0,1
서울특별시,은평구,의료,남자,65-69세,3,1,0,0,0,1,0,1
서울특별시,은평구,의료,남자,70-74세,3,1,1,0,0,0,0,1
서울특별시,은평구,의료,남자,75-79세,1,0,0,0,0,0,0,0
서울특별시,은평구,의료,남자,80-84세,7,3,0,0,2,1,0,0
서울특별시,은평구,의료,남자,85세이상,5,4,0,0,1,3,0,0
서울특별시,은평구,의료,여자,65세미만,0,0,0,0,0,0,0,0
서울특별시,은평구,의료,여자,65-69세,1,1,0,0,1,0,0,0
서울특별시,은평구,의료,여자,70-74세,5,3,0,0,2,0,1,0
서울특별시,은평구,의료,여자,75-79세,7,1,0,0,1,0,0,2
서울특별시,은평구,의료,여자,80-84세,22,15,2,2,5,6,0,2
서울특별시,은평구,의료,여자,85세이상,15,11,2,1,5,2,1,1
서울특별시,은평구,감경,남자,65세미만,35,29,4,4,14,7,0,2
서울특별시,은평구,감경,남자,65-69세,21,16,1,3,6,5,1,2
서울특별시,은평구,감경,남자,70-74세,34,32,0,3,16,12,1,0
서울특별시,은평구,감경,남자,75-79세,60,56,5,6,17,22,6,3
서울특별시,은평구,감경,남자,80-84세,30,27,2,6,9,8,2,0
서울특별시,은평구,감경,남자,85세이상,36,35,2,4,11,15,3,0
서울특별시,은평구,감경,여자,65세미만,11,9,0,0,5,4,0,0
서울특별시,은평구,감경,여자,65-69세,24,18,5,1,4,6,2,2
서울특별시,은평구,감경,여자,70-74세,56,51,6,9,11,19,6,1
서울특별시,은평구,감경,여자,75-79세,116,104,10,17,33,34,10,2
서울특별시,은평구,감경,여자,80-84세,152,133,10,19,47,41,16,3
서울특별시,은평구,감경,여자,85세이상,236,219,16,40,83,70,10,3
서울특별시,서대문구,일반,남자,65세미만,53,27,4,5,10,8,0,9
서울특별시,서대문구,일반,남자,65-69세,96,47,8,7,19,12,1,18
서울특별시,서대문구,일반,남자,70-74세,153,85,11,9,38,24,3,15
서울특별시,서대문구,일반,남자,75-79세,219,149,8,23,62,45,11,18
서울특별시,서대문구,일반,남자,80-84세,159,106,5,16,49,33,3,19
서울특별시,서대문구,일반,남자,85세이상,182,127,8,20,58,38,3,13
서울특별시,서대문구,일반,여자,65세미만,58,34,11,4,10,8,1,12
서울특별시,서대문구,일반,여자,65-69세,168,65,11,10,24,17,3,29
서울특별시,서대문구,일반,여자,70-74세,278,121,11,23,39,41,7,40
서울특별시,서대문구,일반,여자,75-79세,482,269,17,38,103,97,14,76
서울특별시,서대문구,일반,여자,80-84세,564,375,30,49,141,138,17,73
서울특별시,서대문구,일반,여자,85세이상,589,457,57,85,199,101,15,40
서울특별시,서대문구,기초,남자,65세미만,25,13,2,2,5,4,0,9
서울특별시,서대문구,기초,남자,65-69세,20,6,0,0,2,4,0,3
서울특별시,서대문구,기초,남자,70-74세,22,11,0,0,2,6,3,4
서울특별시,서대문구,기초,남자,75-79세,23,9,0,4,2,1,2,3
서울특별시,서대문구,기초,남자,80-84세,15,8,1,2,2,3,0,5
서울특별시,서대문구,기초,남자,85세이상,5,3,0,1,1,1,0,2
서울특별시,서대문구,기초,여자,65세미만,18,9,2,1,2,4,0,4
서울특별시,서대문구,기초,여자,65-69세,34,10,0,1,5,4,0,7
서울특별시,서대문구,기초,여자,70-74세,65,23,2,2,12,7,0,19
서울특별시,서대문구,기초,여자,75-79세,92,54,2,9,17,24,2,18
서울특별시,서대문구,기초,여자,80-84세,98,65,4,11,23,25,2,17
서울특별시,서대문구,기초,여자,85세이상,132,105,6,19,33,45,2,12
서울특별시,서대문구,의료,남자,65세미만,0,0,0,0,0,0,0,0
서울특별시,서대문구,의료,남자,65-69세,0,0,0,0,0,0,0,0
서울특별시,서대문구,의료,남자,70-74세,0,0,0,0,0,0,0,0
서울특별시,서대문구,의료,남자,75-79세,0,0,0,0,0,0,0,0
서울특별시,서대문구,의료,남자,80-84세,3,2,0,0,2,0,0,1
서울특별시,서대문구,의료,남자,85세이상,5,2,0,0,1,1,0,1
서울특별시,서대문구,의료,여자,65세미만,0,0,0,0,0,0,0,0
서울특별시,서대문구,의료,여자,65-69세,0,0,0,0,0,0,0,0
서울특별시,서대문구,의료,여자,70-74세,2,1,1,0,0,0,0,0
서울특별시,서대문구,의료,여자,75-79세,2,1,0,0,1,0,0,0
서울특별시,서대문구,의료,여자,80-84세,12,10,2,0,2,5,1,0
서울특별시,서대문구,의료,여자,85세이상,13,12,2,1,2,6,1,0
서울특별시,서대문구,감경,남자,65세미만,14,11,1,4,4,2,0,2
서울특별시,서대문구,감경,남자,65-69세,18,17,4,4,5,4,0,1
서울특별시,서대문구,감경,남자,70-74세,20,19,2,2,10,5,0,0
서울특별시,서대문구,감경,남자,75-79세,23,22,2,2,9,8,1,1
서울특별시,서대문구,감경,남자,80-84세,18,17,0,5,5,6,1,1
서울특별시,서대문구,감경,남자,85세이상,19,17,0,1,8,8,0,0
서울특별시,서대문구,감경,여자,65세미만,12,10,0,2,6,2,0,0
서울특별시,서대문구,감경,여자,65-69세,17,13,1,1,4,7,0,2
서울특별시,서대문구,감경,여자,70-74세,28,24,3,4,10,7,0,3
서울특별시,서대문구,감경,여자,75-79세,56,48,4,11,21,10,2,3
서울특별시,서대문구,감경,여자,80-84세,69,65,6,7,20,27,5,0
서울특별시,서대문구,감경,여자,85세이상,112,110,12,19,49,27,3,0
서울특별시,마포구,일반,남자,65세미만,52,25,5,5,5,10,0,15
서울특별시,마포구,일반,남자,65-69세,101,53,5,5,23,19,1,12
서울특별시,마포구,일반,남자,70-74세,157,83,7,13,27,30,6,16
서울특별시,마포구,일반,남자,75-79세,205,137,13,19,42,41,22,16
서울특별시,마포구,일반,남자,80-84세,191,126,11,15,44,41,15,21
서울특별시,마포구,일반,남자,85세이상,191,138,10,15,47,51,15,16
서울특별시,마포구,일반,여자,65세미만,66,31,8,3,11,8,1,14
서울특별시,마포구,일반,여자,65-69세,148,47,6,9,11,18,3,27
